1.0,2023-05-30 08:55:00,2023-05-30 15:55:00
1.0,2023-06-01 12:02:00,2023-06-01 14:02:00
1.0,2023-06-02 10:01:00,2023-06-02 16:01:00
1.0,2023-06-05 09:25:00,2023-06-05 15:25:00
1.0,2023-06-06 09:08:00,2023-06-06 16:08:00
1.0,2023-06-07 08:54:00,2023-06-07 12:54:00
1.0,2023-06-08 08:57:00,2023-06-08 16:27:00
1.0,2023-06-09 09:21:00,2023-06-09 15:51:00
1.0,2023-06-12 09:32:00,2023-06-12 16:32:00
1.0,2023-06-13 08:55:00,2023-06-13 12:55:00
1.0,2023-06-13 13:23:00,2023-06-13 16:23:00
